Concurso;Data Sorteio;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B13;B14;B15;Ganhou
1017;10/02/2014;21;4;16;10;9;3;2;19;8;11;12;17;23;1;15;4
1018;12/02/2014;11;17;2;19;18;7;5;10;8;16;14;22;12;24;4;10
1019;14/02/2014;22;3;18;8;12;20;7;5;21;2;4;17;23;1;10;4
1020;17/02/2014;7;12;20;21;18;9;5;2;15;24;3;19;11;16;13;5
1021;19/02/2014;1;21;20;13;9;6;14;22;15;18;5;16;10;19;23;2
1022;21/02/2014;25;9;10;21;3;22;18;5;16;7;8;4;24;1;14;1
1023;24/02/2014;21;18;9;11;16;14;8;23;6;22;3;7;13;2;1;5
1024;26/02/2014;7;2;23;4;14;13;20;17;10;9;12;22;11;21;1;1
1025;28/02/2014;16;11;9;22;1;13;19;14;25;7;18;17;2;15;23;4
1026;05/03/2014;1;6;7;12;19;11;20;16;24;18;14;23;5;15;21;3
1027;07/03/2014;10;14;19;1;16;9;25;15;6;5;12;3;8;21;23;18
1028;10/03/2014;4;25;5;11;24;17;20;7;10;19;6;9;8;23;16;1
1029;12/03/2014;2;6;22;13;24;19;14;25;1;18;11;23;17;3;8;4
1030;14/03/2014;19;8;15;16;2;23;11;4;20;3;1;17;9;18;10;3
1031;17/03/2014;12;4;9;24;11;14;17;2;22;5;19;15;1;6;20;5
1032;19/03/2014;23;4;2;6;3;10;20;11;8;17;16;13;18;14;1;1
1033;21/03/2014;13;4;18;17;7;14;12;23;16;6;21;24;22;8;3;17
1034;24/03/2014;8;2;23;3;13;17;12;6;21;10;20;18;14;19;4;13
1035;26/03/2014;15;13;21;19;25;20;7;6;12;14;9;18;23;4;22;2
1036;28/03/2014;14;12;7;22;18;21;4;9;11;5;19;24;10;17;20;5
1037;31/03/2014;11;20;9;25;17;18;1;12;24;5;15;21;6;10;23;5
1038;02/04/2014;8;10;24;19;6;7;20;18;16;9;17;2;13;21;25;4
1039;04/04/2014;21;1;15;18;9;2;19;14;22;20;3;12;24;8;13;8
1040;07/04/2014;10;12;4;23;25;9;2;1;6;16;20;22;13;21;8;3
1041;09/04/2014;25;20;12;21;19;15;24;5;10;23;3;7;13;1;17;23
1042;11/04/2014;7;1;15;10;21;14;16;24;6;11;22;9;3;8;19;2
1043;14/04/2014;6;25;7;17;14;12;18;11;1;2;9;19;8;24;10;1
1044;16/04/2014;17;10;20;24;11;6;12;23;5;2;8;15;4;7;25;5
1045;19/04/2014;24;23;20;6;9;17;3;25;16;2;11;5;22;21;15;4
1046;23/04/2014;13;14;21;3;7;12;18;4;11;25;20;5;22;8;23;2
1047;25/04/2014;15;21;20;11;17;24;8;22;12;7;9;10;16;4;25;5
1048;28/04/2014;15;16;1;20;9;17;10;2;21;25;18;7;3;6;5;3
1049;30/04/2014;18;17;20;9;12;22;25;21;4;23;14;2;5;19;16;2
1050;02/05/2014;24;1;7;15;21;22;25;17;19;4;6;13;10;12;16;3
1051;05/05/2014;3;8;4;7;14;13;16;23;20;10;25;2;18;21;11;47
1052;07/05/2014;18;8;3;1;5;11;24;21;10;23;6;16;20;17;4;1
1053;09/05/2014;14;12;24;17;22;13;2;6;4;1;3;15;18;11;23;2
1054;12/05/2014;20;15;9;5;3;24;17;12;6;16;4;2;25;18;13;0
1055;14/05/2014;12;7;1;24;10;2;8;9;25;22;14;18;13;3;23;7
1056;16/05/2014;22;15;18;4;6;21;10;23;9;14;2;8;5;11;19;1
1057;19/05/2014;19;25;13;7;20;11;9;6;23;4;21;16;14;1;8;2
1058;21/05/2014;22;9;24;17;6;12;25;18;13;4;21;20;7;5;16;0
1059;23/05/2014;21;24;8;19;3;20;7;15;16;11;2;1;22;5;14;6
1060;26/05/2014;17;7;20;13;4;14;16;8;2;15;1;5;22;23;21;8
1061;28/05/2014;24;12;15;2;14;23;16;21;5;22;3;7;19;9;8;0
1062;30/05/2014;8;7;13;4;9;16;23;17;3;19;15;11;5;25;20;6
1063;02/06/2014;14;24;6;10;16;25;15;7;13;2;22;5;21;12;20;2
1064;04/06/2014;15;25;9;7;11;10;14;2;24;8;16;18;19;21;3;3
1065;06/06/2014;12;20;14;21;5;15;4;2;19;24;6;25;17;22;3;6
1066;09/06/2014;10;24;6;16;21;5;4;22;14;11;17;19;2;18;23;1
1067;11/06/2014;21;15;1;3;5;14;2;11;17;4;10;25;7;13;22;3
1068;13/06/2014;24;20;18;10;14;17;11;13;21;15;16;6;2;22;7;1
1069;16/06/2014;22;23;17;15;1;11;16;4;8;12;3;10;13;25;24;4
1070;18/06/2014;9;22;18;23;4;20;25;11;13;19;12;10;21;16;24;1
1071;20/06/2014;11;6;14;16;3;2;13;17;21;4;22;24;5;10;12;2
1072;23/06/2014;2;4;7;22;23;25;14;17;20;3;13;1;5;15;9;5
1073;25/06/2014;13;20;17;16;23;5;3;6;1;19;22;4;7;24;21;0
1074;27/06/2014;9;10;8;25;13;11;17;22;23;24;21;1;4;7;20;2
1075;30/06/2014;21;15;16;24;6;17;1;18;22;12;2;23;25;9;10;1
1076;02/07/2014;18;15;12;11;20;13;17;9;16;25;4;14;21;10;22;3
1077;04/07/2014;20;19;12;13;2;5;8;24;7;15;6;21;14;10;1;3
1078;07/07/2014;23;13;6;24;11;25;2;10;21;7;18;17;5;4;9;2
1079;09/07/2014;15;24;6;11;22;5;13;20;16;19;8;17;7;21;14;4
1080;11/07/2014;5;14;3;17;12;21;2;16;10;6;23;22;15;25;11;2
1081;14/07/2014;21;10;5;16;13;12;14;1;15;22;18;19;6;7;23;2
1082;16/07/2014;24;10;9;19;11;7;23;16;3;18;17;21;13;22;15;2
1083;18/07/2014;1;18;20;11;16;24;17;4;6;23;2;13;3;22;21;1
1084;21/07/2014;7;4;24;25;17;18;1;6;21;13;9;5;3;2;10;4
1085;23/07/2014;25;19;21;7;9;14;6;10;18;23;8;3;24;16;22;4
1086;25/07/2014;19;7;24;21;12;15;5;17;2;13;18;4;10;22;23;6
1087;28/07/2014;6;17;19;2;24;18;16;20;12;3;23;4;9;13;21;3
1088;30/07/2014;6;19;12;22;7;3;1;2;18;10;5;13;9;20;23;3
1089;01/08/2014;15;8;4;16;24;3;23;6;2;13;22;14;12;21;19;6
1090;04/08/2014;11;22;15;9;5;21;14;20;24;18;13;3;10;8;17;6
1091;06/08/2014;5;7;6;25;16;4;23;24;13;20;14;10;9;2;12;1
1092;08/08/2014;25;4;24;5;20;9;14;22;8;11;13;12;15;18;19;0
1093;11/08/2014;1;10;5;11;6;18;4;9;25;22;23;24;21;2;13;6
1094;13/08/2014;22;5;16;10;3;2;9;8;14;1;4;6;12;19;25;1
1095;15/08/2014;16;2;24;9;15;21;22;5;18;25;6;17;3;23;7;5
1096;18/08/2014;25;12;8;4;22;20;13;23;2;7;10;14;21;15;1;1
1097;20/08/2014;10;4;16;9;24;12;15;23;18;25;20;19;14;5;6;2
1098;22/08/2014;11;14;12;7;25;24;23;16;3;10;15;4;18;8;5;6
1099;25/08/2014;8;22;14;7;11;16;6;3;24;25;23;21;2;12;13;0
1100;27/08/2014;24;16;7;11;14;18;6;10;23;20;5;19;9;15;12;6
1101;29/08/2014;1;10;3;25;24;23;11;18;17;19;6;2;9;15;13;4
1102;07/09/2014;3;20;18;6;8;2;19;15;23;24;21;14;22;12;5;43
1103;08/09/2014;10;7;12;14;18;4;25;5;16;2;21;9;20;11;22;21
1104;10/09/2014;15;9;14;2;21;6;19;18;11;8;23;22;13;16;5;6
1105;12/09/2014;11;9;13;25;24;17;18;15;1;6;4;20;23;7;2;15
1106;15/09/2014;11;10;15;24;19;3;12;14;23;2;13;16;4;21;9;4
1107;17/09/2014;1;19;16;10;4;18;20;11;24;12;8;21;14;9;2;7
1108;19/09/2014;12;17;25;22;21;8;14;2;1;5;7;13;24;9;4;4
1109;22/09/2014;4;9;8;1;6;11;17;20;7;18;19;21;25;5;10;2
1110;24/09/2014;25;1;15;10;9;2;3;4;6;20;24;22;19;17;18;0
1111;26/09/2014;15;9;2;13;23;14;22;6;25;3;24;16;11;12;4;4
1112;29/09/2014;17;16;20;7;2;22;15;8;12;1;24;6;3;18;13;5
1113;01/10/2014;7;22;24;1;15;20;19;17;9;25;14;12;6;13;3;4
1114;03/10/2014;20;5;8;18;12;6;22;4;11;10;19;1;15;2;3;4
1115;06/10/2014;8;23;3;22;17;11;20;18;7;24;9;10;2;12;25;3
1116;08/10/2014;1;6;9;5;25;22;12;21;2;4;15;18;3;17;24;4
1117;10/10/2014;8;19;11;16;12;13;15;21;1;3;5;23;7;14;2;3
1118;13/10/2014;24;11;5;14;1;13;8;15;25;10;2;21;23;6;20;7
1119;15/10/2014;18;5;15;12;3;17;7;10;1;20;14;6;23;2;8;6
1120;17/10/2014;5;9;10;13;8;24;19;4;2;18;17;14;16;12;6;2
1121;20/10/2014;1;17;22;23;4;9;8;25;20;6;2;12;5;18;11;3
1122;22/10/2014;16;3;21;7;11;12;13;2;19;24;10;25;14;20;23;4
1123;24/10/2014;13;6;4;8;11;24;22;10;16;15;19;23;7;2;17;7
1124;27/10/2014;6;22;13;12;24;3;15;1;5;19;4;25;21;10;8;3
1125;29/10/2014;22;4;12;3;13;18;1;25;16;11;6;17;21;15;9;3
1126;31/10/2014;16;13;25;7;3;12;22;24;17;19;8;5;18;23;6;2
1127;03/11/2014;22;3;6;13;15;16;9;24;17;1;14;8;11;23;4;1
1128;05/11/2014;3;7;10;1;11;2;24;16;14;4;25;6;17;20;12;1
1129;07/11/2014;21;3;22;18;17;5;13;19;7;2;8;4;16;23;12;5
1130;10/11/2014;2;5;1;12;8;22;15;13;25;14;20;17;10;11;24;3
1131;12/11/2014;2;3;25;6;14;15;4;21;20;12;24;22;17;16;19;2
1132;14/11/2014;17;22;1;23;12;7;9;8;14;11;21;6;2;13;24;2
1133;17/11/2014;6;8;16;4;13;18;12;9;2;24;10;14;25;7;5;2
1134;19/11/2014;10;2;17;13;14;23;11;4;20;1;25;18;8;12;15;5
1135;21/11/2014;16;9;4;18;15;17;3;10;8;5;23;24;12;25;19;4
1136;24/11/2014;6;22;10;1;19;11;24;7;9;17;5;15;2;18;21;4
1137;26/11/2014;23;21;15;8;9;2;5;19;11;4;20;12;7;10;25;2
1138;28/11/2014;13;1;21;7;20;22;11;6;5;3;16;2;18;15;10;4
1139;01/12/2014;18;22;17;16;2;1;19;15;11;6;3;25;14;21;13;1
1140;03/12/2014;24;21;3;20;15;4;10;19;7;8;23;5;6;18;25;0
1141;05/12/2014;18;9;17;11;5;16;10;24;22;6;12;25;13;15;23;4
1142;08/12/2014;24;22;10;20;9;23;16;15;12;7;8;13;19;4;2;2
1143;10/12/2014;1;3;4;10;11;18;12;23;13;14;17;6;16;24;25;4
1144;12/12/2014;4;24;25;7;6;18;2;8;23;17;10;19;3;14;13;6
1145;15/12/2014;13;17;14;15;6;5;9;11;3;23;8;16;18;4;24;6
1146;17/12/2014;24;17;2;7;13;21;4;3;11;22;25;15;19;5;18;4
1147;19/12/2014;12;14;22;11;1;20;18;8;6;15;19;9;16;7;25;1
1148;22/12/2014;5;17;3;24;6;14;19;1;13;16;10;4;18;9;20;2
1149;24/12/2014;21;19;8;2;1;23;18;6;12;7;15;22;10;3;17;2
1150;26/12/2014;12;11;20;13;9;18;7;17;23;22;5;8;24;15;14;2
1151;29/12/2014;11;3;24;7;15;21;12;25;9;22;16;1;14;10;20;4
1152;31/12/2014;10;19;3;18;4;20;22;8;9;16;7;5;25;12;21;2
1153;02/01/2015;3;9;18;6;25;12;2;1;5;24;19;20;13;15;8;3
1154;05/01/2015;3;15;4;25;17;1;11;21;13;16;10;5;24;19;23;0
1155;07/01/2015;22;24;13;12;4;19;18;8;9;3;16;2;25;15;1;8
1156;09/01/2015;3;1;22;15;13;25;21;12;11;24;17;4;14;6;7;0
1157;12/01/2015;2;6;11;8;16;5;18;22;4;21;7;24;13;15;12;6
1158;14/01/2015;3;2;13;15;19;25;16;10;22;20;7;5;17;24;14;9
1159;16/01/2015;15;8;4;24;16;2;22;1;14;6;17;23;9;25;3;3
1160;19/01/2015;7;17;6;4;22;18;10;16;11;5;25;15;8;2;21;3
1161;21/01/2015;2;1;25;22;11;5;19;17;4;18;6;15;8;24;10;5
1162;23/01/2015;19;21;3;13;25;11;15;20;1;18;23;9;7;4;24;11
1163;26/01/2015;24;11;7;13;21;14;12;16;6;9;17;23;19;2;20;1
1164;28/01/2015;4;5;15;20;8;17;10;3;23;21;11;24;13;22;25;7
1165;30/01/2015;18;9;12;21;22;25;3;8;10;19;2;5;15;17;1;2
1166;02/02/2015;19;2;17;14;10;20;21;6;15;12;5;18;24;9;4;3
1167;04/02/2015;23;7;5;2;16;18;4;12;11;15;9;14;8;21;1;4
1168;06/02/2015;16;25;24;4;8;11;19;13;23;1;5;9;7;10;3;5
1169;09/02/2015;22;21;4;15;8;18;9;17;25;12;16;3;24;2;7;4
1170;11/02/2015;10;1;18;4;8;15;13;22;20;2;21;7;16;25;19;3
1171;13/02/2015;17;14;21;8;12;16;18;23;1;13;22;20;11;7;15;1
1172;18/02/2015;24;11;8;20;10;12;25;9;13;23;19;16;6;14;2;1
1173;20/02/2015;21;16;11;9;4;8;22;20;1;2;18;5;19;14;7;1
1174;23/02/2015;5;15;3;11;6;10;1;13;2;23;18;19;9;8;17;7
1175;25/02/2015;8;19;24;15;12;23;21;1;3;25;10;4;14;20;13;1
1176;27/02/2015;5;7;16;19;25;15;12;23;2;20;13;11;3;10;18;3
1177;02/03/2015;9;17;2;10;16;3;11;25;22;12;23;20;8;6;5;3
1178;04/03/2015;20;4;16;19;1;17;11;7;9;18;24;8;23;12;21;3
1179;06/03/2015;9;7;15;5;19;8;20;21;6;1;2;25;3;13;18;3
1180;09/03/2015;9;10;22;11;7;23;2;13;19;6;20;1;14;15;8;0
1181;11/03/2015;23;21;24;9;11;14;20;5;4;8;3;13;7;22;6;3
1182;13/03/2015;21;8;16;6;18;10;20;13;22;7;12;24;25;3;19;3
1183;16/03/2015;16;22;4;20;1;11;14;25;15;13;19;3;18;24;9;3
1184;18/03/2015;6;21;19;25;16;18;4;2;11;14;20;17;12;7;10;1
1185;20/03/2015;25;13;3;24;21;5;9;14;16;6;19;18;22;7;23;3
1186;23/03/2015;14;4;5;24;20;22;6;9;15;23;2;16;11;1;18;4
1187;25/03/2015;22;23;11;16;21;8;12;2;4;19;10;25;7;14;1;9
1188;27/03/2015;2;6;23;5;10;18;24;1;14;8;13;22;20;12;4;4
1189;30/03/2015;12;19;5;25;18;13;4;20;9;8;21;17;14;3;15;6
1190;01/04/2015;23;9;21;17;10;25;14;2;3;4;15;16;22;11;6;1
1191;04/04/2015;18;7;1;24;17;22;10;14;3;2;16;5;25;12;13;1
1192;06/04/2015;15;20;5;16;19;9;21;2;6;12;1;3;13;4;11;1
1193;08/04/2015;1;9;23;25;18;7;4;15;8;14;10;20;19;22;13;1
1194;10/04/2015;23;12;10;2;18;9;8;16;22;19;25;24;15;17;4;1
1195;13/04/2015;10;5;12;11;17;1;22;20;15;6;19;14;25;18;9;2
1196;15/04/2015;12;4;17;9;20;8;23;16;11;1;6;2;7;19;18;3
1197;17/04/2015;17;14;8;13;5;18;4;7;1;24;25;6;20;16;11;3
1198;20/04/2015;23;6;3;1;15;11;7;21;10;4;25;17;9;20;22;1
1199;22/04/2015;4;25;2;21;6;1;10;24;22;14;15;5;16;3;19;2
1200;24/04/2015;16;6;10;14;8;22;7;5;11;12;24;25;4;15;3;2
1201;27/04/2015;22;16;19;9;10;25;14;20;11;21;24;18;23;6;5;2
1202;29/04/2015;10;4;17;2;3;18;23;16;8;25;24;14;13;20;19;5
1203;02/05/2015;2;23;6;1;17;24;12;11;5;25;14;3;13;22;15;4
1204;04/05/2015;9;22;15;23;1;5;20;12;2;21;19;8;13;7;16;8
1205;06/05/2015;18;11;20;25;3;8;1;17;21;24;22;12;9;14;6;2
1206;08/05/2015;11;7;1;21;23;25;15;5;3;24;14;22;18;13;10;7
1207;11/05/2015;21;3;13;9;15;12;1;11;19;18;14;24;10;4;7;2
1208;13/05/2015;20;14;19;15;25;5;24;22;10;3;1;11;4;18;2;1
1209;15/05/2015;9;4;5;19;3;14;15;18;20;7;10;24;8;16;11;3
1210;18/05/2015;13;22;25;19;21;11;15;20;1;2;16;8;10;18;4;13
1211;20/05/2015;17;2;7;23;3;16;10;11;20;24;12;15;5;1;13;2
1212;22/05/2015;9;2;17;1;6;7;18;24;3;20;10;8;5;16;15;4
1213;25/05/2015;25;17;10;20;7;5;18;9;14;24;8;3;2;6;23;6
1214;27/05/2015;23;19;20;13;4;21;5;2;7;9;18;1;14;3;8;2
1215;29/05/2015;14;21;15;18;20;3;9;24;13;22;12;17;7;11;16;2
1216;01/06/2015;18;15;2;17;10;24;14;20;1;21;22;12;3;23;7;1
1217;03/06/2015;12;10;11;13;17;1;9;19;25;3;8;20;7;6;24;1
1218;05/06/2015;11;2;21;5;13;18;3;7;9;14;23;10;20;4;1;1
1219;08/06/2015;5;23;6;8;25;22;10;9;2;14;3;16;4;19;20;0
1220;10/06/2015;23;3;20;18;7;14;4;6;13;17;25;19;5;2;9;4
1221;12/06/2015;10;22;3;24;18;19;15;2;12;6;9;23;14;4;21;2
1222;15/06/2015;9;4;13;15;2;20;8;5;22;24;3;11;10;1;17;5
1223;17/06/2015;22;18;21;14;20;6;8;17;23;7;10;2;16;9;13;1
1224;19/06/2015;19;8;2;12;1;15;18;4;14;5;16;6;17;11;9;4
1225;22/06/2015;24;20;2;5;15;7;3;23;17;25;18;14;13;11;21;2
1226;24/06/2015;8;23;24;10;7;15;22;14;1;11;19;21;5;17;3;3
1227;26/06/2015;25;10;11;21;14;1;19;7;9;13;12;8;2;17;22;2
1228;29/06/2015;7;9;4;12;3;10;1;2;17;23;6;22;24;13;20;2
1229;01/07/2015;14;17;20;7;3;25;19;5;8;22;2;6;1;24;13;4
1230;03/07/2015;19;17;8;11;21;7;12;5;6;18;1;10;13;2;3;1
1231;06/07/2015;22;7;12;1;13;25;3;20;5;4;15;8;16;21;18;2
1232;08/07/2015;15;25;5;24;13;23;3;10;6;19;9;16;14;21;2;1
1233;10/07/2015;16;5;1;9;4;15;18;25;17;23;22;19;14;10;13;3
1234;13/07/2015;10;18;1;19;24;2;17;5;25;14;9;16;20;21;8;1
1235;15/07/2015;13;12;6;4;10;24;11;2;18;20;17;15;3;1;9;1
1236;17/07/2015;2;9;25;23;6;5;1;3;11;17;19;12;10;7;13;9
1237;20/07/2015;22;12;24;3;14;25;21;8;6;10;5;9;7;18;13;1
1238;22/07/2015;17;14;5;15;18;11;2;9;13;16;3;21;25;8;7;2
1239;24/07/2015;14;24;16;12;9;15;10;18;8;11;20;6;22;13;5;2
1240;27/07/2015;18;22;13;24;16;1;20;5;6;4;9;19;12;2;3;3
1241;29/07/2015;1;10;25;9;15;4;17;8;11;5;12;20;24;22;13;1
1242;31/07/2015;24;14;20;1;7;15;16;5;4;25;2;19;23;11;21;0
1243;03/08/2015;4;25;17;14;5;1;8;2;16;15;13;12;22;24;6;2
1244;05/08/2015;16;19;10;7;17;3;12;13;1;23;11;21;5;9;25;37
1245;07/08/2015;21;6;25;16;5;9;18;19;3;11;8;15;17;4;2;0
1246;10/08/2015;19;24;8;18;13;10;17;22;7;1;12;16;9;4;25;2
1247;12/08/2015;11;24;19;15;25;20;3;9;8;16;7;2;17;18;23;1
1248;14/08/2015;22;19;17;24;15;20;1;5;25;13;12;10;16;11;3;1
1249;17/08/2015;18;14;5;19;9;25;12;3;13;22;24;4;15;6;20;2
1250;19/08/2015;25;24;10;15;5;9;19;3;17;2;7;18;14;20;4;3
1251;21/08/2015;25;21;10;6;14;8;16;15;9;17;20;2;23;7;19;1
1252;24/08/2015;10;21;12;3;9;24;23;4;1;15;5;11;20;8;6;1
1253;26/08/2015;16;20;1;18;15;7;3;23;11;2;6;25;24;5;22;0
1254;28/08/2015;17;14;15;22;16;8;9;21;11;23;2;20;12;18;3;3
1255;08/09/2015;14;13;2;6;4;25;16;1;9;21;20;7;23;18;10;51
1256;09/09/2015;13;11;6;18;19;23;1;15;12;22;8;10;2;14;16;0
1257;11/09/2015;1;10;13;19;8;2;22;6;20;14;12;5;11;25;16;4
1258;14/09/2015;6;2;10;21;4;20;9;13;12;8;3;5;23;25;14;3
1259;16/09/2015;18;20;23;13;2;17;9;5;10;14;8;22;19;16;25;2
1260;18/09/2015;6;15;4;24;2;22;7;18;14;11;20;3;1;5;17;3
1261;21/09/2015;5;17;12;25;20;4;18;10;21;16;19;15;7;1;22;1
1262;23/09/2015;22;4;12;11;23;1;21;6;24;16;13;3;17;20;8;2
1263;25/09/2015;9;8;20;22;11;16;12;5;23;13;4;3;25;18;10;5
1264;28/09/2015;23;4;11;12;22;25;5;14;8;1;21;17;24;10;18;3
1265;30/09/2015;25;13;23;4;16;22;1;11;3;14;19;15;7;2;24;1
1266;02/10/2015;20;15;23;8;3;11;6;14;13;2;1;5;24;9;10;2
1267;05/10/2015;18;7;5;3;17;12;9;6;15;2;16;22;25;13;11;2
1268;07/10/2015;18;1;11;7;21;24;13;15;3;2;8;22;17;12;6;7
1269;09/10/2015;11;14;22;7;13;5;17;18;21;23;8;4;16;20;1;1
1270;13/10/2015;5;3;23;8;25;2;10;1;13;11;6;4;21;9;20;1
1271;14/10/2015;8;25;2;6;14;13;24;4;17;12;1;23;9;11;18;4
1272;16/10/2015;21;15;4;14;9;25;20;18;23;10;17;1;24;19;7;2
1273;19/10/2015;1;18;22;8;13;3;6;24;5;15;14;11;12;20;19;2
1274;21/10/2015;18;25;14;22;1;15;7;20;8;3;13;11;10;12;19;0
1275;23/10/2015;14;17;18;7;13;15;20;6;16;23;8;11;10;25;3;3
1276;26/10/2015;19;14;21;3;22;16;15;23;18;7;1;5;10;12;24;6
1277;28/10/2015;18;22;4;17;25;3;12;13;21;15;9;6;2;1;10;3
1278;30/10/2015;21;24;18;19;20;7;22;9;4;16;17;15;10;6;12;2
1279;03/11/2015;8;16;21;12;14;18;3;9;11;4;19;1;23;7;13;2
1280;04/11/2015;19;25;23;22;14;7;24;3;17;1;11;5;9;15;4;3
1281;06/11/2015;23;13;3;24;21;22;5;12;6;15;9;25;19;1;8;3
1282;09/11/2015;21;7;12;6;11;19;20;17;5;14;10;9;22;25;23;1
1283;11/11/2015;13;17;18;16;8;10;15;9;22;7;12;2;23;6;11;1
1284;13/11/2015;13;23;18;16;8;17;11;5;10;7;22;25;20;2;4;8
1285;16/11/2015;7;15;18;6;16;1;24;17;10;12;25;20;11;22;2;2
1286;18/11/2015;23;12;21;16;11;20;19;10;1;4;3;25;17;7;5;3
1287;20/11/2015;22;21;24;4;13;19;11;3;9;25;6;5;17;18;23;1
1288;23/11/2015;13;5;20;2;18;24;23;1;9;10;19;25;16;15;17;1
1289;25/11/2015;2;7;25;1;22;17;18;24;13;8;5;11;15;16;20;10
1290;27/11/2015;25;23;11;16;3;13;6;14;20;4;21;5;22;1;19;0
1291;30/11/2015;24;15;19;10;21;18;12;16;6;20;8;11;1;13;7;0
1292;02/12/2015;23;24;17;8;2;25;10;22;15;1;3;7;11;19;14;5
1293;04/12/2015;22;24;20;11;17;9;1;2;7;13;18;15;12;8;10;5
1294;07/12/2015;13;8;16;18;12;14;11;20;2;23;5;7;25;10;6;2
1295;09/12/2015;10;11;12;19;24;15;6;18;25;9;23;14;17;13;3;2
1296;11/12/2015;23;7;18;10;20;15;17;9;5;14;11;25;19;16;21;1
1297;14/12/2015;6;11;18;12;9;8;22;1;5;17;10;19;2;16;7;4
1298;16/12/2015;24;4;25;20;6;18;22;12;17;9;23;3;2;21;7;2
1299;18/12/2015;8;20;5;13;23;3;22;1;11;25;18;17;19;7;21;2
1300;21/12/2015;25;10;24;14;9;15;13;23;20;11;6;18;2;12;7;2
1301;23/12/2015;24;1;25;7;19;4;14;6;10;9;22;3;16;17;2;1
1302;26/12/2015;22;12;3;20;14;17;9;16;13;25;18;4;6;11;15;2
1303;28/12/2015;8;1;19;18;11;15;22;5;20;9;23;13;14;16;10;3
1304;30/12/2015;8;20;13;10;18;7;1;19;25;2;17;11;14;21;3;3
1305;02/01/2016;13;7;4;15;20;12;17;8;2;6;25;23;11;5;3;0
1306;04/01/2016;2;22;13;15;14;6;9;23;19;18;5;20;1;7;12;0
1307;06/01/2016;15;10;13;18;14;8;23;20;6;3;21;16;12;4;9;1
1308;08/01/2016;16;11;6;19;17;14;9;22;25;8;20;7;23;5;3;1
1309;11/01/2016;19;13;12;24;4;14;16;5;10;18;2;6;25;8;20;4
1310;13/01/2016;23;19;10;4;17;8;18;15;5;1;21;7;3;2;11;2
1311;15/01/2016;10;12;17;5;11;3;18;14;6;15;20;25;8;2;23;9
1312;18/01/2016;25;18;4;11;19;1;20;2;9;6;13;24;23;7;5;5
1313;20/01/2016;25;8;17;23;24;10;21;22;20;1;4;16;13;15;11;4
1314;22/01/2016;14;24;19;16;10;22;25;18;5;15;8;11;3;21;9;2
1315;25/01/2016;12;19;23;11;5;18;1;8;4;3;2;25;16;10;14;5
1316;27/01/2016;20;12;23;25;1;24;6;17;2;4;3;19;5;15;11;2
1317;29/01/2016;25;9;1;11;8;10;3;16;24;7;20;23;22;5;14;3
1318;01/02/2016;12;23;17;8;14;6;9;4;1;3;13;2;20;7;15;4
1319;03/02/2016;5;19;15;14;22;25;6;11;9;3;17;23;8;10;13;12
1320;05/02/2016;17;5;16;22;23;4;11;21;9;12;15;3;13;2;25;3
1321;10/02/2016;4;20;10;3;23;6;13;24;9;11;14;2;18;7;19;3
1322;12/02/2016;21;9;15;25;6;7;18;8;24;17;16;2;13;11;1;3
1323;15/02/2016;19;23;6;5;1;11;4;14;20;9;10;13;21;17;22;7
1324;17/02/2016;4;11;1;10;8;19;18;24;21;13;17;6;25;5;7;2
1325;19/02/2016;21;18;9;10;2;7;5;14;3;20;15;6;16;25;19;1
1326;22/02/2016;9;6;21;17;22;25;1;24;8;3;4;10;19;20;18;0
1327;24/02/2016;3;7;16;25;20;23;10;22;1;5;18;17;4;14;13;3
1328;26/02/2016;16;15;10;5;22;23;24;13;21;8;6;9;25;2;17;1
1329;29/02/2016;23;3;2;15;4;11;25;18;10;13;5;16;24;22;7;4
1330;02/03/2016;17;20;10;5;12;23;22;24;4;25;16;18;19;13;7;0
1331;04/03/2016;1;5;11;23;10;6;25;16;7;24;2;15;14;18;3;6
1332;07/03/2016;21;16;11;13;18;8;24;12;4;14;6;20;5;15;1;1
1333;09/03/2016;10;17;9;20;22;8;3;5;11;4;24;18;7;14;12;3
1334;11/03/2016;10;15;11;4;19;3;9;17;18;21;13;16;6;22;7;1
1335;14/03/2016;3;10;18;11;17;23;24;1;9;7;6;4;16;25;13;10
1336;16/03/2016;6;9;20;12;19;10;14;13;8;24;15;18;11;17;22;1
1337;18/03/2016;6;23;5;10;13;3;16;12;21;8;1;25;19;9;15;22
1338;21/03/2016;16;7;6;17;1;13;14;4;10;19;11;3;15;12;2;2
1339;23/03/2016;11;8;24;13;14;3;16;5;2;21;23;4;6;7;20;0
1340;26/03/2016;10;13;16;9;19;5;18;4;12;7;14;17;22;1;2;3
1341;28/03/2016;24;21;3;16;10;1;23;8;20;4;17;14;9;15;13;2
1342;30/03/2016;12;21;5;23;10;13;1;24;25;9;15;3;2;20;11;1
1343;01/04/2016;5;15;10;16;13;17;23;9;19;11;14;4;24;21;2;2
1344;04/04/2016;6;17;25;21;8;18;23;11;13;2;7;10;4;24;12;4
1345;06/04/2016;10;14;3;15;22;11;7;1;19;24;21;25;9;8;17;2
1346;08/04/2016;19;10;2;18;3;8;14;15;7;23;5;21;20;25;11;8
1347;11/04/2016;3;8;6;14;20;13;7;23;17;24;12;1;18;10;5;2
